Time	Sum	Command
77	111	> __fish_disable_bracketed_paste 'cd ..'
34	34	-> printf "\e[?2004l"
32	32	> echo $_ " "
61	139	> __fish_pwd
78	78	-> pwd
380	44533	> cd ..
105	105	-> set -l MAX_DIR_HIST 25
16	207	-> if test (count $argv) -gt 1...
133	191	--> test (count $argv) -gt 1
58	58	---> count $argv
15	51	-> if status --is-command-substitution...
36	36	--> status --is-command-substitution
58	58	-> set -l previous $PWD
14	61	-> if test "$argv" = "-"...
47	47	--> test "$argv" = "-"
312	43365	-> builtin cd $argv
74	40527	--> __z_on_variable_pwd VARIABLE SET PWD
251	40453	---> __z_add
126	2461	----> set -l path (command dirname (status -f))
2313	2335	-----> command dirname (status -f)
22	22	------> status -f
135	187	----> for i in $Z_EXCLUDE...
13	52	-----> if contains -- $PWD $i...
39	39	------> contains -- $PWD $i
132	3064	----> set -l tmpfile (mktemp $Z_DATA.XXXXXX)
2932	2932	-----> mktemp $Z_DATA.XXXXXX
1197	15044	----> if test -f $tmpfile...
44	44	-----> test -f $tmpfile
4030	6420	-----> command awk -v path="$PWD" -v now=(date +%s) -F "|" -f $path/zadd.awk $Z_DATA 2>/dev/null >$tmpfile
2390	2390	------> date +%s
85	206	-----> if test ! -z "$Z_OWNER"...
121	121	------> test ! -z "$Z_OWNER"
7177	7177	-----> command mv $tmpfile $Z_DATA
664	19446	----> __z_complete
1006	17922	-----> set -l __z_marks (string replace -r '\|.*' '' < $Z_DATA | string escape)
16916	16916	------> string replace -r '\|.*' '' < $Z_DATA | string escape
314	314	-----> complete -c $Z_CMD -a "$__z_marks" -f
348	348	-----> complete -c $ZO_CMD -a "$__z_marks" -f
39	39	-----> complete -c $Z_CMD -s c -l clean  -d "Cleans out $Z_DATA"
27	27	-----> complete -c $Z_CMD -s e -l echo   -d "Prints best match, no cd"
34	34	-----> complete -c $Z_CMD -s l -l list   -d "List matches, no cd"
29	29	-----> complete -c $Z_CMD -s p -l purge  -d "Purges $Z_DATA"
23	23	-----> complete -c $Z_CMD -s r -l rank   -d "Searches by rank, cd"
24	24	-----> complete -c $Z_CMD -s t -l recent -d "Searches by recency, cd"
22	22	-----> complete -c $Z_CMD -s h -l help   -d "Print help"
104	2526	--> __update_cwd_osc VARIABLE SET PWD
11	52	---> if status --is-command-substitution...
25	25	----> status --is-command-substitution
16	16	----> or set -q INSIDE_EMACS
204	2370	---> printf \e\]7\;file://\%s\%s\a (hostname) (string escape --style=url $PWD)
2135	2135	----> hostname
31	31	----> string escape --style=url $PWD
44	44	-> set -l cd_status $status
35	240	-> if test $cd_status -eq 0 -a "$PWD" != "$previous"...
49	49	--> test $cd_status -eq 0 -a "$PWD" != "$previous"
22	22	--> set -q dirprev
27	27	--> set -q dirprev[$MAX_DIR_HIST]
54	54	--> set -g dirprev $dirprev $previous
27	27	--> set -e dirnext
26	26	--> set -g __fish_cd_direction prev
22	22	-> return $cd_status
27	45	> __fish_enable_bracketed_paste
18	18	-> printf "\e[?2004h"
37	324	> fish_mode_prompt
149	287	-> fish_default_mode_prompt
14	138	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
95	95	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
29	29	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
649	33728	> fish_prompt
31	31	-> set -l last_status $status
10	25	-> if not set -q __fish_git_prompt_show_informative_status...
15	15	--> not set -q __fish_git_prompt_show_informative_status
9	23	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
14	14	--> not set -q __fish_git_prompt_hide_untrackedfiles
9	22	-> if not set -q __fish_git_prompt_color_branch...
13	13	--> not set -q __fish_git_prompt_color_branch
8	21	-> if not set -q __fish_git_prompt_showupstream...
13	13	--> not set -q __fish_git_prompt_showupstream
9	22	-> if not set -q __fish_git_prompt_char_upstream_ahead...
13	13	--> not set -q __fish_git_prompt_char_upstream_ahead
8	21	-> if not set -q __fish_git_prompt_char_upstream_behind...
13	13	--> not set -q __fish_git_prompt_char_upstream_behind
9	21	-> if not set -q __fish_git_prompt_char_upstream_prefix...
12	12	--> not set -q __fish_git_prompt_char_upstream_prefix
8	22	-> if not set -q __fish_git_prompt_char_stagedstate...
14	14	--> not set -q __fish_git_prompt_char_stagedstate
9	21	-> if not set -q __fish_git_prompt_char_dirtystate...
12	12	--> not set -q __fish_git_prompt_char_dirtystate
8	21	-> if not set -q __fish_git_prompt_char_untrackedfiles...
13	13	--> not set -q __fish_git_prompt_char_untrackedfiles
8	21	-> if not set -q __fish_git_prompt_char_conflictedstate...
13	13	--> not set -q __fish_git_prompt_char_conflictedstate
8	20	-> if not set -q __fish_git_prompt_char_cleanstate...
12	12	--> not set -q __fish_git_prompt_char_cleanstate
8	21	-> if not set -q __fish_git_prompt_color_dirtystate...
13	13	--> not set -q __fish_git_prompt_color_dirtystate
8	21	-> if not set -q __fish_git_prompt_color_stagedstate...
13	13	--> not set -q __fish_git_prompt_color_stagedstate
9	25	-> if not set -q __fish_git_prompt_color_invalidstate...
16	16	--> not set -q __fish_git_prompt_color_invalidstate
8	22	-> if not set -q __fish_git_prompt_color_untrackedfiles...
14	14	--> not set -q __fish_git_prompt_color_untrackedfiles
8	20	-> if not set -q __fish_git_prompt_color_cleanstate...
12	12	--> not set -q __fish_git_prompt_color_cleanstate
8	21	-> if not set -q __fish_prompt_normal...
13	13	--> not set -q __fish_prompt_normal
21	21	-> set -l color_cwd
20	20	-> set -l prefix
19	19	-> set -l suffix
25	75	-> switch "$USER"...
29	29	--> set color_cwd $fish_color_cwd
21	21	--> set suffix '$'
36	36	-> set_color $color_cwd
62	624	-> echo -n (prompt_pwd)
168	562	--> prompt_pwd
28	28	---> set -l options 'h/help'
42	42	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
10	24	---> if set -q _flag_help...
14	14	----> set -q _flag_help
14	14	---> set -q fish_prompt_pwd_dir_length
22	22	---> or set -l fish_prompt_pwd_dir_length 1
52	52	---> set realhome ~
74	134	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
60	60	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
14	78	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
21	21	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
43	43	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
21	21	-> set_color normal
54	31785	-> printf '%s ' (__fish_vcs_prompt)
47	31731	--> __fish_vcs_prompt
620	6515	---> __fish_git_prompt
11	89	----> if not command -sq git...
78	78	-----> not command -sq git
298	5753	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
5455	5455	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
45	45	----> test -n "$repo_info"
8	8	----> or return
334	489	---> __fish_hg_prompt
15	155	----> if not command -sq hg...
121	121	-----> not command -sq hg
19	19	-----> return 1
181	24680	---> __fish_svn_prompt
17	137	----> if not command -sq svn...
120	120	-----> not command -sq svn
130	24322	----> set -l checkout_info (command svn info ^/dev/null)
24192	24192	-----> command svn info ^/dev/null
12	40	----> if [ $status -ne 0 ]...
22	22	-----> [ $status -ne 0 ]
6	6	-----> return
8	22	-> if not test $last_status -eq 0...
14	14	--> not test $last_status -eq 0
15	15	-> echo -n "$suffix "
20	20	-> set_color normal
13	13	> echo $_ " "
39	82	> __fish_pwd
43	43	-> pwd
94	140	> __fish_disable_bracketed_paste ls
46	46	-> printf "\e[?2004l"
58	58	> echo $_ " "
55	125	> __fish_pwd
70	70	-> pwd
367	5583	> ls
5216	5216	-> command ls -G $argv
193	254	> __fish_enable_bracketed_paste
61	61	-> printf "\e[?2004h"
72	420	> fish_mode_prompt
163	348	-> fish_default_mode_prompt
15	185	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
136	136	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
34	34	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
695	31760	> fish_prompt
53	53	-> set -l last_status $status
8	22	-> if not set -q __fish_git_prompt_show_informative_status...
14	14	--> not set -q __fish_git_prompt_show_informative_status
7	18	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
11	11	--> not set -q __fish_git_prompt_hide_untrackedfiles
7	20	-> if not set -q __fish_git_prompt_color_branch...
13	13	--> not set -q __fish_git_prompt_color_branch
6	19	-> if not set -q __fish_git_prompt_showupstream...
13	13	--> not set -q __fish_git_prompt_showupstream
6	16	-> if not set -q __fish_git_prompt_char_upstream_ahead...
10	10	--> not set -q __fish_git_prompt_char_upstream_ahead
7	17	-> if not set -q __fish_git_prompt_char_upstream_behind...
10	10	--> not set -q __fish_git_prompt_char_upstream_behind
6	15	-> if not set -q __fish_git_prompt_char_upstream_prefix...
9	9	--> not set -q __fish_git_prompt_char_upstream_prefix
6	16	-> if not set -q __fish_git_prompt_char_stagedstate...
10	10	--> not set -q __fish_git_prompt_char_stagedstate
6	16	-> if not set -q __fish_git_prompt_char_dirtystate...
10	10	--> not set -q __fish_git_prompt_char_dirtystate
7	16	-> if not set -q __fish_git_prompt_char_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_char_untrackedfiles
7	17	-> if not set -q __fish_git_prompt_char_conflictedstate...
10	10	--> not set -q __fish_git_prompt_char_conflictedstate
7	16	-> if not set -q __fish_git_prompt_char_cleanstate...
9	9	--> not set -q __fish_git_prompt_char_cleanstate
6	16	-> if not set -q __fish_git_prompt_color_dirtystate...
10	10	--> not set -q __fish_git_prompt_color_dirtystate
6	16	-> if not set -q __fish_git_prompt_color_stagedstate...
10	10	--> not set -q __fish_git_prompt_color_stagedstate
6	21	-> if not set -q __fish_git_prompt_color_invalidstate...
15	15	--> not set -q __fish_git_prompt_color_invalidstate
6	16	-> if not set -q __fish_git_prompt_color_untrackedfiles...
10	10	--> not set -q __fish_git_prompt_color_untrackedfiles
6	16	-> if not set -q __fish_git_prompt_color_cleanstate...
10	10	--> not set -q __fish_git_prompt_color_cleanstate
6	16	-> if not set -q __fish_prompt_normal...
10	10	--> not set -q __fish_prompt_normal
16	16	-> set -l color_cwd
16	16	-> set -l prefix
14	14	-> set -l suffix
21	65	-> switch "$USER"...
27	27	--> set color_cwd $fish_color_cwd
17	17	--> set suffix '$'
28	28	-> set_color $color_cwd
59	552	-> echo -n (prompt_pwd)
157	493	--> prompt_pwd
26	26	---> set -l options 'h/help'
32	32	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
8	20	---> if set -q _flag_help...
12	12	----> set -q _flag_help
11	11	---> set -q fish_prompt_pwd_dir_length
17	17	---> or set -l fish_prompt_pwd_dir_length 1
48	48	---> set realhome ~
63	117	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
54	54	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
11	65	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
18	18	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
36	36	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
17	17	-> set_color normal
61	29914	-> printf '%s ' (__fish_vcs_prompt)
43	29853	--> __fish_vcs_prompt
542	4220	---> __fish_git_prompt
8	87	----> if not command -sq git...
79	79	-----> not command -sq git
104	3554	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
3450	3450	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
30	30	----> test -n "$repo_info"
7	7	----> or return
355	429	---> __fish_hg_prompt
10	74	----> if not command -sq hg...
56	56	-----> not command -sq hg
8	8	-----> return 1
147	25161	---> __fish_svn_prompt
9	77	----> if not command -sq svn...
68	68	-----> not command -sq svn
120	24881	----> set -l checkout_info (command svn info ^/dev/null)
24761	24761	-----> command svn info ^/dev/null
17	56	----> if [ $status -ne 0 ]...
31	31	-----> [ $status -ne 0 ]
8	8	-----> return
10	32	-> if not test $last_status -eq 0...
22	22	--> not test $last_status -eq 0
21	21	-> echo -n "$suffix "
28	28	-> set_color normal
21	21	> echo $_ " "
32	79	> __fish_pwd
47	47	-> pwd
5747	5872	> source /usr/local/Cellar/fish/2.7.1/share/fish/completions/cd.fish
90	90	-> complete -c cd -a "(__fish_complete_cd)"
35	35	-> complete -c cd -s h -l help --description 'Display help and exit'
76	119	> __fish_disable_bracketed_paste 'cd comple'
43	43	-> printf "\e[?2004l"
39	39	> echo $_ " "
56	139	> __fish_pwd
83	83	-> pwd
387	1074	> cd comple
63	63	-> set -l MAX_DIR_HIST 25
13	171	-> if test (count $argv) -gt 1...
89	158	--> test (count $argv) -gt 1
69	69	---> count $argv
12	42	-> if status --is-command-substitution...
30	30	--> status --is-command-substitution
47	47	-> set -l previous $PWD
12	50	-> if test "$argv" = "-"...
38	38	--> test "$argv" = "-"
67	67	-> builtin cd $argv
101	101	-> set -l cd_status $status
14	113	-> if test $cd_status -eq 0 -a "$PWD" != "$previous"...
99	99	--> test $cd_status -eq 0 -a "$PWD" != "$previous"
33	33	-> return $cd_status
33	56	> __fish_enable_bracketed_paste
23	23	-> printf "\e[?2004h"
37	245	> fish_mode_prompt
134	208	-> fish_default_mode_prompt
13	74	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
33	33	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
28	28	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
622	29208	> fish_prompt
32	32	-> set -l last_status $status
10	25	-> if not set -q __fish_git_prompt_show_informative_status...
15	15	--> not set -q __fish_git_prompt_show_informative_status
10	24	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
14	14	--> not set -q __fish_git_prompt_hide_untrackedfiles
13	32	-> if not set -q __fish_git_prompt_color_branch...
19	19	--> not set -q __fish_git_prompt_color_branch
9	29	-> if not set -q __fish_git_prompt_showupstream...
20	20	--> not set -q __fish_git_prompt_showupstream
8	21	-> if not set -q __fish_git_prompt_char_upstream_ahead...
13	13	--> not set -q __fish_git_prompt_char_upstream_ahead
8	20	-> if not set -q __fish_git_prompt_char_upstream_behind...
12	12	--> not set -q __fish_git_prompt_char_upstream_behind
8	20	-> if not set -q __fish_git_prompt_char_upstream_prefix...
12	12	--> not set -q __fish_git_prompt_char_upstream_prefix
8	20	-> if not set -q __fish_git_prompt_char_stagedstate...
12	12	--> not set -q __fish_git_prompt_char_stagedstate
9	20	-> if not set -q __fish_git_prompt_char_dirtystate...
11	11	--> not set -q __fish_git_prompt_char_dirtystate
8	20	-> if not set -q __fish_git_prompt_char_untrackedfiles...
12	12	--> not set -q __fish_git_prompt_char_untrackedfiles
8	20	-> if not set -q __fish_git_prompt_char_conflictedstate...
12	12	--> not set -q __fish_git_prompt_char_conflictedstate
9	26	-> if not set -q __fish_git_prompt_char_cleanstate...
17	17	--> not set -q __fish_git_prompt_char_cleanstate
7	20	-> if not set -q __fish_git_prompt_color_dirtystate...
13	13	--> not set -q __fish_git_prompt_color_dirtystate
8	20	-> if not set -q __fish_git_prompt_color_stagedstate...
12	12	--> not set -q __fish_git_prompt_color_stagedstate
7	19	-> if not set -q __fish_git_prompt_color_invalidstate...
12	12	--> not set -q __fish_git_prompt_color_invalidstate
8	20	-> if not set -q __fish_git_prompt_color_untrackedfiles...
12	12	--> not set -q __fish_git_prompt_color_untrackedfiles
10	22	-> if not set -q __fish_git_prompt_color_cleanstate...
12	12	--> not set -q __fish_git_prompt_color_cleanstate
9	25	-> if not set -q __fish_prompt_normal...
16	16	--> not set -q __fish_prompt_normal
21	21	-> set -l color_cwd
24	24	-> set -l prefix
25	25	-> set -l suffix
52	134	-> switch "$USER"...
48	48	--> set color_cwd $fish_color_cwd
34	34	--> set suffix '$'
75	75	-> set_color $color_cwd
84	714	-> echo -n (prompt_pwd)
172	630	--> prompt_pwd
28	28	---> set -l options 'h/help'
39	39	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
9	24	---> if set -q _flag_help...
15	15	----> set -q _flag_help
13	13	---> set -q fish_prompt_pwd_dir_length
22	22	---> or set -l fish_prompt_pwd_dir_length 1
82	82	---> set realhome ~
89	153	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
64	64	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
19	97	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
27	27	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
51	51	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
36	36	-> set_color normal
76	26985	-> printf '%s ' (__fish_vcs_prompt)
60	26909	--> __fish_vcs_prompt
982	5458	---> __fish_git_prompt
30	266	----> if not command -sq git...
236	236	-----> not command -sq git
166	4179	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
4013	4013	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
24	24	----> test -n "$repo_info"
7	7	----> or return
310	383	---> __fish_hg_prompt
12	73	----> if not command -sq hg...
53	53	-----> not command -sq hg
8	8	-----> return 1
163	21008	---> __fish_svn_prompt
9	65	----> if not command -sq svn...
56	56	-----> not command -sq svn
121	20737	----> set -l checkout_info (command svn info ^/dev/null)
20616	20616	-----> command svn info ^/dev/null
13	43	----> if [ $status -ne 0 ]...
24	24	-----> [ $status -ne 0 ]
6	6	-----> return
10	107	-> if not test $last_status -eq 0...
15	15	--> not test $last_status -eq 0
82	82	--> set_color $fish_color_error
17	17	-> echo -n "$suffix "
13	13	-> set_color normal
14	14	> echo $_ " "
27	65	> __fish_pwd
38	38	-> pwd
232	985	> up-or-search
19	101	-> if commandline --search-mode...
82	82	--> commandline --search-mode
20	71	-> if commandline --paging-mode...
51	51	--> commandline --paging-mode
227	433	-> set lineno (commandline -L)
206	206	--> commandline -L
80	148	-> switch $lineno...
68	68	--> commandline -f history-search-backward
77	171	> __fish_disable_bracketed_paste 'cd completions/'
94	94	-> printf "\e[?2004l"
68	68	> echo $_ " "
109	202	> __fish_pwd
93	93	-> pwd
555	32626	> cd completions/
109	109	-> set -l MAX_DIR_HIST 25
21	296	-> if test (count $argv) -gt 1...
142	275	--> test (count $argv) -gt 1
